Unnamed: 0,Date Created,User,Tweet
207,2022-04-08 07:00:02+00:00,Aselo179,"Luthfi menyebut datangnya Puan menemui Jokowi adalah sebuah langkah politis.

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/C9wy1yeSVJ"
208,2022-04-08 07:00:02+00:00,almjhon1,"Puan mengingatkan pemerintah tentang kondisi perekonomian saat ini, artinya dia sedang menyuarakan aspirasi dari publik.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/t2iSrNM0Tp"
209,2022-04-08 07:00:02+00:00,Rehana60609605,"Kepedulian Puan kepada masyarakat di tunjukkan dengan meminta agar kenaikan harga BBM ditunda dulu ,karena saat pandemi seperti ini daya beli masyarakat sangat sulit 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/jtl3orljE6"
210,2022-04-08 07:00:02+00:00,egiraya,"sikap Puan yang menolak penundaan pemilu merupakan representasi kepentingan dan keinginan rakyat. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/xP79LOrFUk"
211,2022-04-08 07:00:02+00:00,melati13vl,"Pengamat politik menilai Puan sebagai sosok mitra kritis pemerintah. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/lxbgfnSx9W Tolak Tunda Pemilu 2024"
212,2022-04-08 07:00:02+00:00,SugengR1_,"Hendra menyimpulkan pertemuan Jokowi dan Puan merupakan ending dari drama isu penundaan pemilu.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ok5fXZsKl9"
213,2022-04-08 07:00:02+00:00,Bulan030201,"Normal kan harga pangan buk dibulan ramadhan agar rakyat menengah kebawah bisa membeli pangan yang diinginkan semangat buk puan 💪
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/4NHh37VmSr"
214,2022-04-08 07:00:02+00:00,Limsuho1,"Puan secara sikap politik sudah jelas karena sudah vokal sedari awal untuk menolak penundaan pemilu. Pak Jokowi juga begitu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/gURRswcjG6"
215,2022-04-08 07:00:02+00:00,tikaelook,"Puan Maharani mendukung tindakan Presiden yang melarang para Menteri untuk mebicarakan wacana penundaan Pemilu. Puan Maharani setuju dan menyatakan topik pemulihan ekonomi lebih penting
Mahari #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/NPtggM1MUS"
216,2022-04-08 07:00:02+00:00,Awan020301,"Patut dikasih jempol sih buk puan salut deh sellau memperjuangkan aspirasi rakyat semangat buk 💪
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ABNdNj8cSa"
217,2022-04-08 07:00:02+00:00,heiijul31,"Terkait dengan adanya pemulihan ekonomi ini, Puan akan menunjukkan kepeduliannya kepada masyrakat 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/BnuepBH8SQ"
218,2022-04-08 07:00:02+00:00,Cakyu15,"Saya katakan Puan dan Jokowi segaris dengan instruksi Megawati, yakni menolak penundaan pemilu. Mereka linier dengan sikap PDIP,

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/8VhEzsy7kD"
219,2022-04-08 07:00:02+00:00,windflows7,"Puan Maharani berpotensi besar dalaam menarik suara kaum hawa
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/rFdL5PUOSl"
220,2022-04-08 07:00:02+00:00,re2vva,Pengamat menilai sikap Puan yang menolak penundaan pemilu merupakan representasi kepentingan dan keinginan rakyat. Patut diapresiasi nih. #JokowiBersamaPuan https://t.co/YJfuwfmnQI Tolak Tunda Pemilu 2024
221,2022-04-08 07:00:02+00:00,nonafren21,"Luthfi menyebut datangnya Puan menemui Jokowi adalah sebuah langkah politis. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/vX2JGbLCU1"
222,2022-04-08 07:00:02+00:00,SetianaAna1,"Puan membuat DPR jadi mitra kritis pemerintah. Tidak jadi soal meski Puan dan pemerintahan saat ini berasal dari partai yang sama.  #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/oU4OuBWNXb"
223,2022-04-08 07:00:02+00:00,beradunsik,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/BXrVHHEpOm"
224,2022-04-08 07:00:02+00:00,berkahanakku1,"Hendra menyimpulkan pertemuan Jokowi dan Puan merupakan ending dari drama isu penundaan pemilu. Ini karena dua simbol dari legislatif dan eksekutif sudah duduk bersama dan mengkomunikasikan secara tegas penolakan penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/aHFhWuFt2c"
225,2022-04-08 07:00:02+00:00,sella20cvm,"Menurut Puan, ketika pemerintah terus mendengungkan wacana penundaan pemilu, akan mengurangi kepercayaan publik terhadap pemerintah. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/Wkb1Q23ITd Tolak Tunda Pemilu 2024"
226,2022-04-08 07:00:02+00:00,WidiaRa68852643,"Maju terus Ibu Puan dalam memperjuangkan hak suara perempuan #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/L1KmduQnqk"
227,2022-04-08 07:00:02+00:00,deriasw1,"Setelah Puan selaku ketua DPR bersikap tegas soal menolak pemilu, Jokowi pun sama menolak hal tersebut 
https://t.co/Xfim5MISxA
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024"
228,2022-04-08 07:00:02+00:00,jeeenxie,"Apresiasi Puan ke Jokowi dinilai berdampak positif untuk DPR  #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/pdLcKOqYoh"
229,2022-04-08 07:00:02+00:00,GenUwo,"selamat berjuang mba Puan!! 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/2LArozt3CD"
230,2022-04-08 07:00:02+00:00,Suce594,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan.

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/nz3ZsnzprM"
231,2022-04-08 07:00:02+00:00,jesi14hu,"Puan Maharani menyerukan pemerintah untuk memastikan pemulihan ekonomi menyasar hingga rakyat ke level paling bawah. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/rFJoRBapwy Tolak Tunda Pemilu 2024"
232,2022-04-08 07:00:02+00:00,sisilatd,"Menurut Puan, ketika pemerintah lewat para menterinya terus mendengungkan wacana penundaan pemilu atau perpanjangan masa jabatan presiden.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/iaqNAxJpME"
233,2022-04-08 07:00:02+00:00,Ginian9,"Dan Luthfi menyebut datangnya Puan menemui Jokowi adalah sebuah langkah politis loh. 

https://t.co/FRyI5f5Xfq

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024"
234,2022-04-08 07:00:02+00:00,mocningg,"Adapun Puan secara sikap politik sudah jelas karena sudah vokal sedari awal untuk menolak penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/41iE5AFTCI"
235,2022-04-08 07:00:02+00:00,moccimatcha,"Puan Maharani sangat kritis dlm tanggapi masalah pemulihan ekonomi 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/CgGrIpmalB"
236,2022-04-08 07:00:02+00:00,periwinklee11,"trending di twitter, Puan Maharani berpotensi besar dalam menarik suara perempuan
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/womPsXnNoM"
237,2022-04-08 07:00:01+00:00,voldembrot12,"Sikap Puan dinilai membawa DPR menjadi mitra kritis pemerintah.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/gokAf2WHsc"
238,2022-04-08 07:00:01+00:00,n3sti_fy,"Puan bereaksi usai Jokowi Marah ke para Menteri karena mengenai Penundaan Pemilu. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/8uhubNqzS9"
239,2022-04-08 07:00:01+00:00,mocieematcha,"Masalah harga pangan jdi hal yg disusahkan masyarakat maka it Puan Maharani desak pemerintah untuk segera stabilkan harga2 pangan 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/R5rpaPJcib"
240,2022-04-08 07:00:01+00:00,Ser5322,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan.

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/XZRz8tumio"
241,2022-04-08 07:00:01+00:00,rxinsoo,"""Saya katakan Puan dan Jokowi segaris dengan instruksi Megawati, yakni menolak penundaan pemilu. Mereka linier dengan sikap PDIP,"" ujarnya, Kamis (07/04/2022). 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Ndq4UVuYxA"
242,2022-04-08 07:00:01+00:00,lavion4_ckk,"Masyarakat pastinya makin mendukung dengan perhatian Puan akan mereka ya
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/zwNSWqyFVp"
243,2022-04-08 07:00:01+00:00,Isnari14,"Perlu diapresiasi dan dipandang positif menurut Andi karena Puan berani mengkritisi pemerintah #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/wBEk8wqqs2"
244,2022-04-08 07:00:01+00:00,Zaky91al,"Intinya sih AQ setuju sama Bu puan semoga mampu menyukseskan kemakmuran rakyat Indonesia
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/F5m9zQTEjg"
245,2022-04-08 07:00:01+00:00,Riana24111,"Sebelumnya, Ketua DPR RI, Puan Maharani mengapresiasi sikap Presiden Jokowi yang melarang para menterinya untuk membuat polemik di masyarakat terkait wacana penundaan pemilu atau perpanjangan masa jabatan Presiden
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/mcrjMFNmds"
246,2022-04-08 07:00:01+00:00,kamelia6rt,"Puan Maharani mengapresiasi sikap Presiden melarang menterinya membuat polemik di masyarakat terkait perpanjangan masa jabatan Presiden. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/x13A9N0OHT Tolak Tunda Pemilu 2024"
247,2022-04-08 07:00:01+00:00,singglefighter1,"Puan Maharani adalah seorang perempuan, ini adalah simbol perlawanan terhadap kaum radikal yang biasanya sangat anti perempuan menjadi pemimpin
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/0Jc1pDssii"
248,2022-04-08 07:00:01+00:00,Machha_08,"Ini nih reaksi Puan usai Jokowi marahi menteri trrkait penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/wsGHSZBTzu"
249,2022-04-08 07:00:01+00:00,VidikaAnto,"Bu Puan berpendapat kalau transisi pemulihan ekonomi Covid19 ini harus dirasakan oleh masyarakat
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/RptSj0P8iv"
250,2022-04-08 07:00:01+00:00,TikaNi12,"Pengamat politik Indonesia menyatakan meski Puan dan Jokowi sama- ama berasal dari satu partai yakni PDIP, namun Puan berani mengkritisi pemerintah.  #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/JWMg3bAOXJ"
251,2022-04-08 07:00:01+00:00,Lang9869,"Ketua DPR RI, Puan Maharani mengapresiasi sikap Presiden Jokowi yang melarang para menterinya untuk membuat polemik di masyarakat terkait wacana penundaan pemilu atau perpanjangan masa jabatan Presiden

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/EDp4h59p7L"
252,2022-04-08 07:00:01+00:00,gianugroho,"Setuju sekali dengan puan maharani yang menolak tegas penundaan pemilu #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/bquJwTNbgE"
253,2022-04-08 07:00:01+00:00,RakaAdi65752114,"Saat ini Puan Maharani juga dijadikan mitra kritis pemerintahan karena beliau dengan berani menyinggung masalah pemulihan ekonomi saat ini 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/AmSD5swVFk"
254,2022-04-08 07:00:01+00:00,ilmarosida1,"puan turut menolak adanya penundaan pemilu di tahun 2024 #JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/bhzZEXh90y"
255,2022-04-08 07:00:01+00:00,Jejewely1,"Puan secara sikap politik pun sudah dari awal menolak penundaan pemilu. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/3jlX7twHFr"
256,2022-04-08 07:00:01+00:00,Morrisbangmo,"Subsidi dan UMKM harusnya tepat sasaran emang betul itu bu Puan yuk turun langsung
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/fsvWdtYPII"
257,2022-04-08 07:00:01+00:00,Sakitggg,"Puan Maharani desak pemerintah untuk stabilkan kembali harga pangan yg kini tengah naik 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/WxwL3hQxt1"
258,2022-04-08 07:00:01+00:00,Diazrand1,"Puan mengatakan distribusi BBM harus optimal agar tak banyak waktu yang terbuang ketika mengantri BBM
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/eB7QD4AxaC"
259,2022-04-08 07:00:01+00:00,bujukbusrak12,"sikap ibu puan utk mendukung pengesahan RUU TPKS bisa berpotensi menarik suara pemilih perempuan. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/3M5fvaP2om"
260,2022-04-08 07:00:01+00:00,jihaenjuli,"ketua DPR Puan Maharani sangat aprediasi akan larangan pembicaraan penundaan pemilu tahun 2024 

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/Nq792AQBFr"
261,2022-04-08 07:00:01+00:00,milkuaztt,"Baginya ini bisa dilihat sebagai makna yang positif yakni kader mengutamakan kepentingan dan keputusan partai di atas kepentingan pribadi.""Jika saya lihat Puan dan Jokowi, keduanya adalah kader banteng sejati. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/UPSQW4dc7o"
262,2022-04-08 07:00:01+00:00,zhin23dy,"Meski Puan dan Jokowi sama-sama berasal dari satu partai yakni PDIP, namun Puan berani mengkritisi pemerintah. Patut diapresiasi nih. #JokowiBersamaPuan https://t.co/sj93ob5Ezc Tolak Tunda Pemilu 2024"
263,2022-04-08 07:00:01+00:00,larasat23gm,"Puan menjelaskan bahwa yang dibutuhkan rakyat bukanlah perbicangan penundaan pemilu atau perpanjangan presiden. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/l4GZhFSGmn Tolak Tunda Pemilu 2024"
264,2022-04-08 07:00:01+00:00,AngieDila,"Puan mengatakan pemerintah harus bisa menstabilkan harga kenaikan pangan yang sudah terjadi beberapa saat ini
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/lHtqd6ggxI"
265,2022-04-08 07:00:01+00:00,PermanaDestra,"Puan Maharani mengapresiasi sikap Presiden Jokowi yang melarang para menterinya untuk membuat polemik di masyarakat terkait wacana penundaan pemilu atau perpanjangan masa jabatan Presiden.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/M2LRntlkhO"
266,2022-04-08 07:00:01+00:00,Alfians46599787,"Dengan mendukung pengesahan RUU TPKS dan menjadikan Puan trending topik di Twitter , Puan Maharani berpotensi besar dalam menarik minat suara para perempuan 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ejmijlC3YZ"
267,2022-04-08 07:00:01+00:00,deiryanxx,"Adapun Puan secara sikap politik sudah jelas karena sudah vokal sedari awal untuk menolak penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/avzReJLJnQ"
268,2022-04-08 07:00:01+00:00,sweetbroken11,"Kinerja yg luar biasa oleh bu puan 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
 https://t.co/x3GqB7asf1"
269,2022-04-08 07:00:01+00:00,RiyanK30598509,"Membahas tentang pemulihan ekonomi, Puan jadi mitra kritis pemerintah #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/P7zA6klKrq"
270,2022-04-08 07:00:01+00:00,kokoboqii,"Puan menemui Jokowi adalah sebuah langkah politis. Ini dilakukan untuk mencari kesepahaman terkait penyikapan pada isu penundaan pemilu.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/MUXVIzGaxs"
271,2022-04-08 07:00:01+00:00,MarmutKecil16,"Potensi besar Puan untuk menarik suara pemilih perempuan dengan sikapnya yang selalu tegas saat mendukung pengesahan RUU TPKS
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/U6YECnlUR4"
272,2022-04-08 07:00:01+00:00,MaharaniTavisha,"saya lihat Puan dan Jokowi, keduanya adalah kader banteng sejati. Ini karena keduanya sepakat dan patuh pada sikap PDIP yang tegas menolak penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/mD7KmwH2HZ"
273,2022-04-08 07:00:01+00:00,Inurdina1,"Puan menjelaskan, yg dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu/perpanjangan presiden, tapi bagaimana harga2 sembako tdk melonjak &amp; juga mudah didapatkan. Yak tul setuju aing 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/fP3luGtYnb"
274,2022-04-08 07:00:01+00:00,alasanajalo,"Mba Puan mengingatkan agar Subsidi Upah Pekerja dan Bantuan UMKM Harus Tepat Sasaran
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/FYUcBKoqCz"
275,2022-04-08 07:00:01+00:00,xavieraharjo,"Puan dan Jokowi  sama-sama menolak penundaan pemilu 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/BO0OWmy6FK"
276,2022-04-08 07:00:01+00:00,gerimis_senja15,"Menurut Puan, ketika pemerintah lewat para menterinya terus mendengungkan wacana penundaan pemilu atau perpanjangan masa jabatan presiden, hal tersebut justru akan mengurangi kepercayaan publik terhadap pemerintah
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/o9r5Fwg0hS"
277,2022-04-08 07:00:01+00:00,SNurrakhma,"Luar biasa ya terimakasih mbak Puan telah menyampaikan aspirasi kami
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/5tFqs6ubsS"
278,2022-04-08 07:00:01+00:00,UlatYa_5,"Ini dikatakan Puan usai bertemu dengan presiden Joko Widodo, Rabu (6/4/2022).
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/60nxQUiNFR"
279,2022-04-08 07:00:01+00:00,liana25vn,"Ketua DPR RI Puan Maharani dinilai oleh pengamat sebagai mitra kritis pemerintah. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/dSMspAYrgO Tolak Tunda Pemilu 2024"
280,2022-04-08 07:00:01+00:00,herman6311,"Puan dinilai sebagai sosok mitra yang kritis terhadap pemerintah 
https://t.co/LanfphDXIB
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024"
281,2022-04-08 07:00:01+00:00,xa22ndra,Pengamat menegaskan bahwa keberhasilan DPR di bawah kepemimpinan Puan yang menyuarakan suara rakyat. Patut diapresiasi nih. #JokowiBersamaPuan https://t.co/8Of4Un65KX Tolak Tunda Pemilu 2024
282,2022-04-08 07:00:01+00:00,UlatYa_4,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/SrUgXlQQNH"
283,2022-04-08 07:00:01+00:00,Seojinn6,"Wahh kalo tentang pemulihan ekonomi, Puan sangat menunjukkan peduli nya terhadap lingkungan masyarakat lohh 🤩
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/tmPniHJzXe"
284,2022-04-08 07:00:01+00:00,asemcuy,"Puan:antisipasi antrean bbm dengan distribusi yang optimal
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/akVsLBAAw4"
285,2022-04-08 07:00:01+00:00,dewana892,"Sikap presiden ini dinilai selaras dengan sikap Ketua DPR RI, Puan Maharani, yang juga tegas menolak penundaan pemilu, sip kami dukung beliau Pak , Bu     #JokowiBersamaPuan  Tolak Tunda Pemilu 2024 https://t.co/SKLqP7nLwm"
286,2022-04-08 07:00:01+00:00,TamaSatria12,"Puan sangat apresiasi ketegasan puan dalam tolak penundaan pemilu 2024. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/EY5Eiuh9J9"
287,2022-04-08 07:00:01+00:00,wardah19Qw,"Pengamat menegaskan bahwa keberhasilan DPR di bawah kepemimpinan Puan yang menyuarakan suara rakyat. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/hISLfBOah9 Tolak Tunda Pemilu 2024"
288,2022-04-08 07:00:01+00:00,adekaka01,"#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
Senangnya ibu puan selalu memperhatikan rakyat,dlam kondisi pandemi kya gini, sebagai masyrkat guee ngerasa skli ngmna dampaknya buat ekonomi di indonesia.. https://t.co/ahYp7mfxxA"
289,2022-04-08 07:00:01+00:00,AnantaBahri,"Puan dukung Jokowi soal larang menteri bahas penundaan Pemilu. hal ini karena pemilu merupakaan acara demokratis yang harus dilaksanakaan tanpa ditunda. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/cLxwDgmHJ8"
290,2022-04-08 07:00:01+00:00,SriR3jeki,"Saya setuju dengan Sehingga wacana penundaan pemilu adalah wacana tidak berdasar. Inilah yang coba disuarakan Puan yang juga secara tegas menolak penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/BaheUpBVaU"
291,2022-04-08 07:00:01+00:00,Ginatiti2,"lebih fokus membantu Presiden mengatasi berbagai persoalan bangsa, khususnya kenaikan berbagai harga komoditas yang memberatkan rakyat saat ini, Bu Puan emang terbaik    #JokowiBersamaPuan  Tolak Tunda Pemilu 2024 https://t.co/LCnzdIAUT6"
292,2022-04-08 07:00:01+00:00,hiidza,"Puan telah mendistribusikan BBM supaya optimal sehingga tidak membuang"" waktu dengab mengatre lama di pom bensin  
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/TJyHZxePQh"
293,2022-04-08 07:00:01+00:00,itsyull2,"Kekayaan yang ada di negara Indonesia ini harus dikelola dengan baik dan benar, oleh karena itu para nelayan akan dilindungi oleh Puan dari kapal besar 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ByGjZNl13o"
294,2022-04-08 07:00:01+00:00,mamakmum,"puan maharani tunjukkan kepeduliannya ke masyarakat dengan mengusulkan pemerintah utk meringankan pajak. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/zLy4tCRjHV"
295,2022-04-08 07:00:01+00:00,mutxytzm,"meskipun kita ketahui bahwa Puan dan Jokowi sama- sama berasal dari satu partai PDIP, namun Puan berani mengkritisi pemerintah. masyaallah  ini  perlu diapresiasi, komen positif. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/mUYRBQMHv9"
296,2022-04-08 07:00:01+00:00,FriskaP14717612,"Apresiasi Puan ke Jokowi atas sikapnya tolak penundaan Pemilu dinilai berdampak positif untuk DPR. Semoga kedepannya lancar. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/mlgFv9UloD"
297,2022-04-08 07:00:01+00:00,tessa26yi,"Puan Maharani mengapresiasi Presiden Jokowi yang melarang para menteri membuat polemik di masyarakat terkait wacana penundaan pemilu. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/7MvARvC8Fj Tolak Tunda Pemilu 2024"
298,2022-04-08 07:00:01+00:00,hiidipp,"Puan siap untuk mendukung pengesahan RUU TPKS dan telah trending di twitter, beliau dinilai memiliki potensi besar menarik suara para perempuan 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/34HKZFMcCT"
299,2022-04-08 07:00:01+00:00,thingkingaja,"Puan Maharani melarang para menterinya untuk membuat polemik di masyarakat terkait wacana penundaan pemilu atau perpanjangan masa jabatan Presiden.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/9sYWCzVLbJ"
300,2022-04-08 07:00:01+00:00,vin25di,"Sikap presiden dinilai selaras dengan sikap Ketua DPR RI, Puan Maharani, yang juga tegas menolak penundaan pemilu. Patut diapresiasi nih. #JokowiBersamaPuan https://t.co/qdCoToAZfb Tolak Tunda Pemilu 2024"
301,2022-04-08 07:00:01+00:00,rioatlanto,"bu puan mengantisipasi antrian bbm dgn distribusi yg optimal. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Xs7AwST30Q"
302,2022-04-08 07:00:01+00:00,Arga_collen,"Puan kembali mengingatkan para menteri lebih baik bekerja mengatasi persoalan kenaikan harga sembako
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/XkO3jfYSxj"
303,2022-04-08 07:00:01+00:00,kaania01,"#JokowiBersamaPuan
Tolak Tunda Pemilu 2024

Semoga harga pangan menjadi stabil , biar yang menjalani ramadhannya makin semanggat, ngak mikir lagi mw belanja apa aja bisa,semanggat bu puan.. https://t.co/UOdyGzonDS"
304,2022-04-08 07:00:01+00:00,alyafibe,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/uM9V5cpKR2"
305,2022-04-08 07:00:01+00:00,miegorencg,"Adapun Puan secara sikap politik sudah jelas karena sudah vokal sedari awal untuk menolak penundaan pemilu. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/bXz8uwAcPk"
306,2022-04-08 07:00:01+00:00,bujuanlo,"puan maharani  berpotensi besar utk tarik suara perempuan hingga trending di twitter. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/qp92NYEPRB"
307,2022-04-08 07:00:01+00:00,swisteryy,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/CvWOEi42tL"
308,2022-04-08 07:00:01+00:00,Bintang101112,"Mantap buk puan bantu memulihkan ekonomi menjelang bulan Ramdhan soalny semua bahan pangan semuany naik menjelang bulan Ramadhan nih 💪
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/OhBf4qqYUp"
309,2022-04-08 07:00:01+00:00,sasazhann12,"Yudha Dia menyebut Puan seiring sejalan dengan sikap partainya untuk menolak penundaan pemilu dari jauh-jauh hari. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/cWoeNX4pjP"
310,2022-04-08 07:00:01+00:00,Sisilhaha27,"Ibu Puan terbaik, sangat mengerti rakyatnya #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/GZldlALQMY"
311,2022-04-08 07:00:01+00:00,Roy24112,"Sepakat sama bu puan memang  harus mendukung pelarangan menteri dalam membahas penundaan pemilu  #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/LjKFwrCIhH"
