,Date Created,User,Tweet
102,2022-04-08 07:06:57+00:00,winners034,"Hendra menyimpulkan pertemuan Jokowi dan Puan merupakan akhir dari drama isu-isu pemilu yang tertunda. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/aifrs6LyoZ"
103,2022-04-08 07:06:44+00:00,bungsudeazzam,"pertemuan Jokowi dan Puan merupakan ending dari drama isu penundaan pemilu. Ini karena dua simbol dari legislatif dan eksekutif sudah duduk bersama dan mengkomunikasikan secara tegas penolakan penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/XRk0bxTrZi"
104,2022-04-08 07:06:25+00:00,Mynamee21457664,"Ibu Puan menyuarakan tentang aspirasi masyarakat, yuu sama-sama kita bangkitkan kondisi saat ini #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/hhv2o3ycb0"
105,2022-04-08 07:06:18+00:00,AdyatamaBhanur1,Bu Puan mengapresiasi Pak Jokowi yang melarang menteri berbicara tentang penundaan pemilu #JokowiBersamaPuan Tolak Tunda Pemilu 2024 https://t.co/hc9RxLPSNa
106,2022-04-08 07:05:56+00:00,Itsboys7,"Jaman pandemi sekarang jangan dipersulit dehh, bagus banget nih bu Puan menyuarakan aspirasi masyarakat #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ltS1aaX0Sl"
107,2022-04-08 07:05:20+00:00,Itsgirl20000,"Setuju banget gua sama ibu Puan untuk menyuarakan aspirasi masyarakat #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/zczK6Fnc6Q"
108,2022-04-08 07:04:47+00:00,an_setya5,"Dia menyebut Puan seiring sejalan dengan sikap partainya untuk menolak penundaan pemilu dari jauh-jauh hari.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/DxpjqNpa0o"
109,2022-04-08 07:04:46+00:00,Nojamcity_00,"Dengan presiden melarangnya berbicara tentang isu-isu yang tertunda-tunda pemilu, Hendra menduga telah terjadi kesepahaman antara Puan dan Jokowi, yakni sama-sama menunda pemilu. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/udBuw4B4Zp"
110,2022-04-08 07:04:43+00:00,kittmysie1,"Luthfi menyebut datangnya Puan menemui Jokowi adalah sebuah langkah politis. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/jmnH8jKOR3"
111,2022-04-08 07:04:41+00:00,petisenak,"Puan menyuarakan agar kondisi dan tantangan yang membuat rakyat sulit merasakan pemulihan ekonomi untuk saat ini #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/AOWbEpkidt"
112,2022-04-08 07:04:21+00:00,SiGemoy1707,"pertemuan Jokowi dan Puan tersebut merupakan tindakan komunikasi politik terkait wacana penundaan pemilu.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/oFpqtfczT9"
113,2022-04-08 07:03:59+00:00,favyourboyshehe,"Untuk sikap Jokowi yang melarang para mentri membuat polemik di masyarakat, Puan sangat mengapresiasi sikap tersebut #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/DJTaE11Qx6"
114,2022-04-08 07:03:56+00:00,scrunchie1331,"Puan meminta pemerintah untuk stabilkan harga bahan pokok
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/bGZVeMPmP0"
115,2022-04-08 07:03:55+00:00,aregano5,"Bu Puan memimta Menteri untuk manut perintah jokowi untuk tidak membicarakan soal pemilu 2024 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/rdH66QRYe2"
116,2022-04-08 07:03:54+00:00,megantara_tri,"Puan Maharani mendesak pemerintah untuk menstabilkan harga pangan #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ipoLcGV2fA"
117,2022-04-08 07:03:52+00:00,Aeri056_,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
 https://t.co/AU0nfLU5Us"
118,2022-04-08 07:03:48+00:00,jendeukies95,"antara Presiden Joko Widodo dan Ketua DPR RI Puan Maharani di Istana Bogor, Jawa Barat, Rabu kemarin (6/4) menutup kemungkinan dan upaya oknum-oknum tertentu menunda Pemilu Serentak 2024. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/8H3oVsrZWQ"
119,2022-04-08 07:03:42+00:00,siimut0007,"Menurut Hendra, pertemuan kepala negara dengan Puan terjadi setelah Jokowi memperingatkan menterinya untuk tidak lagi berwacana di publik terkait penundaan pemilu dalam Rapat Kabinet Paripurna di Istana Merdeka.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/7aPiykjb8n"
120,2022-04-08 07:03:30+00:00,Arielsequela,"Puan Maharani mengapresiasi sikap Presiden Jokowi yang melarang para menterinya untuk membuat polemik di masyarakat terkait wacana penundaan pemilu atau perpanjangan masa jabatan Presiden.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/WPvvtt56XV"
121,2022-04-08 07:03:30+00:00,winsynay,"Sikap Puan dan Pak Jokowi ini dinilai segaris dengan instruksi Megawati.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/z8dpBQ4RZM"
122,2022-04-08 07:03:30+00:00,deazzamraja,"Dengan presiden melarang menterinya berbicara isu penundaan pemilu, Hendra menduga telah terjadi kesepahaman antara Puan dan Jokowi, yakni sama-sama menolak penundaan pemilu.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/001DtHK7HC"
123,2022-04-08 07:03:27+00:00,Yourgir29670744,"Puan sangat mengapresiasi untuk sikap Presiden Jokowi yang melarang para menterinya membuat polemik di masyarakat  #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/MB0uTs9vB4"
124,2022-04-08 07:03:21+00:00,Rdede200,"Wah puan Ayo stabilkan dan harga pangan  sebelum memasuki bulan ramadan #JokowiBersamaPuan
Tolak Tunda Pemilu 2024   https://t.co/ggymXzhjp4"
125,2022-04-08 07:03:19+00:00,romeoadiwiguna,"Dengan presiden melarang menterinya berbicara isu penundaan pemilu, telah terjadi kesepahaman antara Puan dan Jokowi, yakni sama-sama menolak penundaan pemilu.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/VPEARsgxq8"
126,2022-04-08 07:03:09+00:00,Maria20058887,"Semangat bu puan utk mendukung rakyat
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/NlTMn7KFi9"
127,2022-04-08 07:03:06+00:00,Latep670,"Puan kita tunjukkan pada masyakat kepedulian pada masyakat  #JokowiBersamaPuan
Tolak Tunda Pemilu 2024   https://t.co/chwWwgrm7G"
128,2022-04-08 07:03:00+00:00,lowlowhoshi,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/gyjbbhHEJS"
129,2022-04-08 07:02:53+00:00,fullsemangat45,"sehingga wacana penundaan pemilu adalah wacana tidak berdasar. inilah yg coba disuarakan puan yg juga secara tegas menolak  penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/w4bWCM49aY"
130,2022-04-08 07:02:48+00:00,Labuh670,"Ayo kita tunjukkan kepedulian pada masyakat puan #JokowiBersamaPuan
Tolak Tunda Pemilu 2024   https://t.co/HhcT1pj9fO"
131,2022-04-08 07:02:41+00:00,Halokam88246841,"Puan menyuarakan untuk pemulihan ekonomi tidak hanya di atas kertas semata,harus benar-benar dirasakan rakyat secara langsung. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Uu9LPRLfmO"
132,2022-04-08 07:02:32+00:00,Mamatt550,"Puan maharani Ayo kita tunjukkan kepedulian pada masyakat harga pangan #JokowiBersamaPuan
Tolak Tunda Pemilu 2024   https://t.co/3CMZE0CAOd"
133,2022-04-08 07:02:28+00:00,yoursocute04,"Menurut Puan, ketika pemerintah lewat para menterinya terus mendengungkan wacana penundaan pemilu atau perpanjangan masa jabatan presiden #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/7DovTQWw7n"
134,2022-04-08 07:02:23+00:00,jeoy_lalisa,"Ketua DPR RI, Puan Maharani, juga menegaskan sikap politiknya untuk menolak penundaan pemilu dari jauh - jauh hari. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/AQHu29EkaH"
135,2022-04-08 07:02:20+00:00,Thomsonbio2,"Puan mendesak pemerintah stabilkan harga pangan sebelum bulan puasa
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/f3lUfTPed9"
136,2022-04-08 07:02:16+00:00,Minee3_,"Puan dan Jokowi, keduanya adalah kader banteng sejati. Ini karena keduanya sepakat dan patuh pada sikap PDIP yang tegas menolak penundaan pemilu,
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/xEQMVNYJK8"
137,2022-04-08 07:01:56+00:00,f_greesa,"pertemuan Jokowi dan Puan tersebut merupakan tindakan komunikasi politik terkait wacana penundaan pemilu. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/lggvpHhgWb"
138,2022-04-08 07:01:54+00:00,Feisyava,"Hendra menyimpulkan pertemuan Jokowi dan Puan merupakan ending dari drama isu penundaan Pemilu. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/gPrPAI8tT8"
139,2022-04-08 07:01:48+00:00,Darksun120_,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/UvGIDaHayj"
140,2022-04-08 07:01:48+00:00,Pradhisti1,"Menurut Hendra, pertemuan kepala negara dengan Puan terjadi setelah Jokowi memperingatkan menterinya untuk tidak lagi berwacana di publik terkait penundaan pemilu dalam Rapat Kabinet Paripurna di Istana Merdeka. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/r13KjqitDv"
141,2022-04-08 07:01:44+00:00,Untukka61731303,"Puan menyuarakan aspirasi dari publik untuk mengingatkan pemerintah untuk kondisi perekonomian saat ini #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/guUcSi0YUN"
142,2022-04-08 07:01:43+00:00,Zedrlq,"Puan Maharani menunjukkan kepedulian terhadap masyarakat dengan mengusulkan pemerintah untuk tetap meringankan pajak
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Dybc2j9T7F"
143,2022-04-08 07:01:43+00:00,IzeeeIzeenay,"Menurut Puan, ketika pemerintah lewat para menterinya terus mendengungkan wacana penundaan pemilu atau perpanjangan masa jabatan presiden, hal tersebut justru akan mengurangi kepercayaan publik terhadap pemerintah. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/yzacsPJ5gq"
144,2022-04-08 07:01:41+00:00,Siman584,"Puan membicarakan presiden larang mentri dan menundaan pemilu #JokowiBersamaPuan
Tolak Tunda Pemilu 2024   https://t.co/Q7rmsRtmJh"
145,2022-04-08 07:01:36+00:00,Syeejeje,"Puan menjelaskan, yang dibutuhkan rakyat saat ini bukanlah perbicangan penundaan pemilu atau perpanjangan presiden, tapi bagaimana harga-harga sembako tidak melonjak dan juga mudah didapatkan. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/dDBDlTrNwl"
146,2022-04-08 07:01:34+00:00,mimisnn,"Puan berpesan agar ada antisipasi antrean bbm dengan diatribusi yang optimal
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/yL9qh4amP3"
147,2022-04-08 07:01:23+00:00,sashaarinayya,"Ketua DPR RI, Puan Maharani mengapresiasi sikap Presiden Jokowi yang melarang para menterinya untuk membuat polemik di masyarakat terkait wacana penundaan pemilu atau perpanjangan masa jabatan Presiden. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/gdlERcbde7"
148,2022-04-08 07:01:23+00:00,SAbadi321,"Puan Maharani melindungi nelayan kecil dari kapal kapal besar #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/dYSRUUn2WS"
149,2022-04-08 07:01:21+00:00,lamroueq,"Puan mengajak masyarakat untuk lindungi nelayan kecil dari kapal besar
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Uo5rEvJC0f"
150,2022-04-08 07:01:20+00:00,Joanmlk,"Puan Maharani menegaskan untuk melindungi nelayan kecil dari kapal-kapal besar
 #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/EDQ19pgnrm"
151,2022-04-08 07:01:16+00:00,Dirto558,"Puan potensi yang besar tarik suaranya prempuan #JokowiBersamaPuan
Tolak Tunda Pemilu 2024   https://t.co/I7UPaySZSi"
152,2022-04-08 07:01:15+00:00,lmpmrh,"Puan meminta pemerintah untuk stabilkan harga dan pasokan pangan
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/7jrjqrKrFQ"
153,2022-04-08 07:01:11+00:00,Iyakamu98361694,"Puan menyuarakan aspirasi dari publik untuk mengingatkan pemerintah untuk kondisi perekonomian saat ini #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/83Nm0vJWei"
154,2022-04-08 07:01:08+00:00,wonycuties,"Luthfi menyebut datangnya Puan menemui Jokowi adalah sebuah langkah politis. Ini dilakukan untuk mencari kesepahaman terkait penyikapan pada isu penundaan pemilu. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/8QCZ5YC2bm"
155,2022-04-08 07:01:02+00:00,lmpkng,"Puan menunjukkan kepedulian ke masyarakat dengan membeicarakam pemulihan ekonomi
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/CatvrEbi4n"
156,2022-04-08 07:01:00+00:00,trombeacold364,"Puan Minta Menteri Patuhi Perintah Jokowi Berhenti Bicara Penundaan Pemilu: Fokus Bantu Presiden #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/tEqM4Vot2C"
157,2022-04-08 07:00:58+00:00,Anikprmt,"Puan Maharani apresiasi atas komitmen pemerintah melanjutkan subsidi upah
 #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/nrpjJNju4R"
158,2022-04-08 07:00:56+00:00,caseijo22,"Semoga dengan kepedulian puan maharani terhadap masyarakat bisa memulihkan ekonomi indonesia 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/nWAD9Zz5cj"
159,2022-04-08 07:00:55+00:00,deazzam3dong,"Pertemuan antara Presiden Joko Widodo dan Ketua DPR RI Puan Maharani di Istana Bogor, Jawa Barat, Rabu kemarin (6/4) menutup kemungkinan dan upaya oknum-oknum tertentu menunda Pemilu Serentak 2024.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/3WJo6vVK7y"
160,2022-04-08 07:00:53+00:00,Ahmadsu83955657,"Salut sama bu puan maharani sangat pro rakyat #JokowiBersamaPuan
Tolak Tunda Pemilu 2024"
161,2022-04-08 07:00:51+00:00,Sumu584,"Puan telah melindungi nilai nilai yang rendah dari kapal yg besar #JokowiBersamaPuan
Tolak Tunda Pemilu 2024   https://t.co/hVeEppRI9R"
162,2022-04-08 07:00:47+00:00,kpshtm,"Puan mengapresiasi Presiden yang melarang penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/FGrQHvETwv"
163,2022-04-08 07:00:47+00:00,potku2,"Setuju dg puan maharani, semoga pemilu benar2 tidak di tunda
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/nd0Iro4mDA"
164,2022-04-08 07:00:46+00:00,ciung2k,"sikap Puan yang apresiasi Jokowi karena sikap tegasnya untuk melarang bawahannya berbicara isu penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/zXHYmQQxAT"
165,2022-04-08 07:00:36+00:00,babe72__,"Ketua DPR RI, Puan Maharani, menegaskan sikap politiknya untuk menolak penundaan pemilu di tahun 2024 nanti
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/HgWOyhXpLH"
166,2022-04-08 07:00:35+00:00,biya4789,"Sudah dengar kalau terjadi trending Bu Puan menarik suara perempuan karena itu melihat sikap konsistensinya
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/1G3nRuTfDx"
167,2022-04-08 07:00:34+00:00,pitnjggg,"Puan Maharani mengapresuasu presiden yang melarang menteri membicarakan penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/4g8JCc9Ddg"
168,2022-04-08 07:00:33+00:00,RohmaniaW,"Antisipasi puan dalam antrean BBM
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/oxWhxra6yu"
169,2022-04-08 07:00:31+00:00,Kamuaku24801191,"Puan telah menyerukan untuk memastikan adanya pemulihan ekonomi hingga menyasar sampai rakyat level bawah #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/IOVgaKJuro"
170,2022-04-08 07:00:29+00:00,syafaaum,"Pengamat politik Indonesia aja bilang bu puan dan pak jokowi sama² berasal dari satu partai namun bu Puan berani mengkritisi pemerintah lho #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/p62oR1VGjd"
171,2022-04-08 07:00:27+00:00,Toriqsn,"Puan Maharani memberikan apresiasi kepada presiden yang melarang bicara penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/yPr4Hfy6Gp"
172,2022-04-08 07:00:19+00:00,Kenandrl,"Puan Maharani mengantisipasi antrean BBM dengan cara distribusi yang optimal
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/1cRSyngdJS"
173,2022-04-08 07:00:18+00:00,jackfrd_,"Patut diapresiasi emang bu puan yang setuju terkait penundaan pemilu ini, pak jokowi sama bu puan sama² mantep #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/crQtkIwn6z"
174,2022-04-08 07:00:13+00:00,Kaylann0,"Puan Maharani menunjukkan bahwa peduli dengan masyarakat dengan membahas pemulihan ekonomi
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/ARtpoCASww"
175,2022-04-08 07:00:08+00:00,sendiridoloe,"Puan meminta agar pemerintah lebih melindungi nelayan kecil dari kapal besar , wah salut sama sikap beliau #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/pXSMDHJmoL"
176,2022-04-08 07:00:03+00:00,Tiffh88666936,"Wah puan harus tepat sasaran nih Dan bantuan UMKM  #JokowiBersamaPuan
Tolak Tunda Pemilu 2024   https://t.co/q9lgjUxB96"
177,2022-04-08 07:00:03+00:00,Yoonsae8,"Puan dan Jokowi segaris dengan instruksi Megawati, yakni menolak penundaan pemilu. Mereka linier dengan sikap PDIP dan taat terhadap peraturan yg sudah ditetapkan
 #JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/lmZDIJwVEG"
178,2022-04-08 07:00:03+00:00,feb3bya,Puan mengapresiasi Presiden larang Menteri membicarakan penundaan Pemilu. Patut diapresiasi nih. #JokowiBersamaPuan https://t.co/aVTI7K9RJw Tolak Tunda Pemilu 2024
179,2022-04-08 07:00:02+00:00,mhimhaan,"Ketua DPR RI, Puan mendukung sikap Presiden dalam mebahas penundaan pemilu 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/D2U6qTLwFl"
180,2022-04-08 07:00:02+00:00,qisthi8yu,"Pengamat menilai sikap Puan yang menolak penundaan pemilu merupakan representasi kepentingan dan keinginan rakyat. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/uimqjPdYcu Tolak Tunda Pemilu 2024"
181,2022-04-08 07:00:02+00:00,Raju24112,"Ketua DPR RI, Puan Maharani, menegaskan sikap politiknya untuk menolak penundaan pemilu. Sikap keduanya dinilai sebagai kader banteng sejati.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/RAJpoDoS3s"
182,2022-04-08 07:00:02+00:00,Hiijulll,"Puan Maharani mengatakan bahwa pemulihan ekonomi ini juga harus bisa dirasakan oleh rakyat, karena saat ini kebutuhan semakin meningkat menjelang hari raya 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/6W9kTkuQjA"
183,2022-04-08 07:00:02+00:00,Wasto28016103,"Salut sekali dengam ibu puan yang selalu memntingkan kepentingan rakyat #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/WYnOrw3aS8"
184,2022-04-08 07:00:02+00:00,hallo_wen2,"Kekayaan yang dimiliki Indonesia termasuk perikanan ini harus dikelola dengan baik, oleh karena itu Puan akan melindungi para nelayan dari kapal"" yang besar #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/LUqg1BgNTH"
185,2022-04-08 07:00:02+00:00,sixurabi,"Ketua DPR RI, Puan Maharani mengapresiasi sikap Presiden Jokowi yang melarang para menterinya untuk membuat polemik di masyarakat terkait wacana penundaan pemilu.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Z0WYSE3t7U"
186,2022-04-08 07:00:02+00:00,Pepaya116,"Hendra menilai sikap Puan yang menolak penundaan pemilu merupakan representasi kepentingan dan keinginan rakyat.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/sjZugKoY1o"
187,2022-04-08 07:00:02+00:00,Kuliborong,"Puan mngingatkn pmerinth tntang kndisi perekonomian saat ini,artinya dia sdang mnyuarakn aspirasi dari publik.
Puan jga menyeru agar sgala kondisi dn tntangan yg mmbuat rkyat sulit mrasakn pemulihn ekonomi,hrus sgera diatasi pemerintah.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/VJqAlagRuw"
188,2022-04-08 07:00:02+00:00,CutClavia,"Puan minta menteri manut Jokowi untuk setop bicara tunda Pemilu. Semova kedepannya tidak ada penundaan. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/UrQ3CXGz8y"
189,2022-04-08 07:00:02+00:00,AbiAtha12,"Semoga tetap memperhatikan suara perempuan dengan prestasi yang ada di Bu Puan . Sehat sehat ya Bu. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/oJD4cYiI9F"
190,2022-04-08 07:00:02+00:00,beom134,"Puan telah menjadi mitra krisis pemerintah karena menyinggung siap pemulihan ekonomi.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/6RpiI4UYsK"
191,2022-04-08 07:00:02+00:00,Anselcullen01,"Puan meminta seliruh menteri mengikuti perintah jokowi untuk berhenti bicara soal penundaan pemilu
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/OhLtIABJ3z"
192,2022-04-08 07:00:02+00:00,wzorteel,"Apresiasi diberikan oleh Bu Puan karena Jokowi melarang Menteri bicara soal penundaan pemilu #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/8ewQZobeyW"
193,2022-04-08 07:00:02+00:00,nuraeni10yti,"Pengamat mengatakan bahwa Puan dan Jokowi sudah selaras tegas menolak penundaan Pemilu. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/gRyJFajrno Tolak Tunda Pemilu 2024"
194,2022-04-08 07:00:02+00:00,ti5yaa,Puan menjelaskan bahwa yang dibutuhkan rakyat bukanlah perbicangan penundaan pemilu atau perpanjangan presiden. Patut diapresiasi nih. #JokowiBersamaPuan https://t.co/HeNj2HvQoW Tolak Tunda Pemilu 2024
195,2022-04-08 07:00:02+00:00,AristaListyani,"Saat ini kebutuhan bahan pokok memang terus merangkak naik , untuk itu Puan Maharani meminta agar pemerintah menstabilkan kebutuhan pokok 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/YgrIx5huuE"
196,2022-04-08 07:00:02+00:00,DiniPra2,"Puan menyerukan pemerintah  untukmemastikan pemulihan ekonomi menyasar hingga rakyat  ke level paling bawah. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/zjEr1uDAEp"
197,2022-04-08 07:00:02+00:00,alamakjaang,"Puan Capres Idaman
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/zZH3Te6wVi"
198,2022-04-08 07:00:02+00:00,holiholihoy,"menurut Puan Maharani pemulihan ekonomi rakyat lebih penting dibicarakan dalam ruang publik
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/nTtNTrLPX4"
199,2022-04-08 07:00:02+00:00,sakitbrot,"Puan Maharani sangat mengerti makanya beliau sgn lindungi nelayan kecil dri para kapal2 besar 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/Iysf4LYlCY"
200,2022-04-08 07:00:02+00:00,mietelowr,"Ketua DPR Puan Maharani bertemu presiden Joko Widodo di Istana Bogor. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/00HYG1a3qN"
201,2022-04-08 07:00:02+00:00,Lubis54334422,"Masyaallah Bu puan juga peduli loo Sam para nelayan kecil
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/wGsaVAHrzK"
202,2022-04-08 07:00:02+00:00,bunga_ungu12,"Bu puan sangat mengapresiasi presiden larang menteri bocara soal penundaan pemilu 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/OJKuDRxN37"
203,2022-04-08 07:00:02+00:00,AnakPakHaji4,"Puan Paket Komplit
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/e5Tu7QQhTr"
204,2022-04-08 07:00:02+00:00,UlatYa_6,"Ketua DPR RI, Puan Maharani mengapresiasi sikap Presiden Jokowi yang melarang para menterinya untuk membuat polemik di masyarakat terkait wacana penundaan pemilu atau perpanjangan masa jabatan Presiden.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/l33SP3bUi7"
205,2022-04-08 07:00:02+00:00,Fafafa0300,"Sikap yg dilakukan Puan Maharani dinilai membawa DPR menjadi mitra kritis pemerintah. #JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/TVKWKrNTja"
206,2022-04-08 07:00:02+00:00,ismawat15y,"Puan menyuarakan aspirasi rakyat yang tak sepakat penundaan pemilu. Salut banget, patut diapresiasi. #JokowiBersamaPuan https://t.co/45FdLll2F3 Tolak Tunda Pemilu 2024"
207,2022-04-08 07:00:02+00:00,Aselo179,"Luthfi menyebut datangnya Puan menemui Jokowi adalah sebuah langkah politis.

#JokowiBersamaPuan
Tolak Tunda Pemilu 2024
https://t.co/C9wy1yeSVJ"
208,2022-04-08 07:00:02+00:00,almjhon1,"Puan mengingatkan pemerintah tentang kondisi perekonomian saat ini, artinya dia sedang menyuarakan aspirasi dari publik.
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/t2iSrNM0Tp"
209,2022-04-08 07:00:02+00:00,Rehana60609605,"Kepedulian Puan kepada masyarakat di tunjukkan dengan meminta agar kenaikan harga BBM ditunda dulu ,karena saat pandemi seperti ini daya beli masyarakat sangat sulit 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/jtl3orljE6"
210,2022-04-08 07:00:02+00:00,egiraya,"sikap Puan yang menolak penundaan pemilu merupakan representasi kepentingan dan keinginan rakyat. 
#JokowiBersamaPuan
Tolak Tunda Pemilu 2024 https://t.co/xP79LOrFUk"
